Q001,Q002,Q006,Q025,Q027,NU_NOTA_MT
F,F,M,B,A,765.9
D,D,E,B,A,460.8
E,E,F,B,A,542.6
B,C,D,B,A,675.3
F,F,D,B,A,462.6
G,G,L,B,D,690.4
F,E,D,B,C,478.3
F,E,I,B,B,544.8
B,C,B,B,A,497.2
C,C,F,B,A,682.1
C,F,E,B,A,438.4
E,E,O,B,D,797
D,F,N,B,D,835.9
E,E,D,B,B,575.8
E,F,J,B,B,559.1
B,G,C,B,A,565.1
E,E,E,B,A,521.7
E,F,E,B,B,688.7
E,D,C,B,A,393.6
E,F,M,B,D,773.4
G,G,Q,B,D,688.8
D,D,J,B,B,731.6
E,F,H,B,A,513.5
C,C,H,B,A,509.9
E,F,Q,B,D,405.9
G,G,N,B,D,892.6
G,E,O,B,D,509.7
C,D,F,B,A,520.3
E,E,F,B,A,436.5
G,F,N,B,D,752.1
E,E,E,B,E,638.8
C,C,C,B,A,519.1
B,D,D,A,A,437.4
E,F,G,B,A,487.3
F,F,J,B,D,779.5
G,G,O,B,D,382.1
E,E,E,B,A,600.4
E,E,B,B,A,475
B,B,C,B,A,703.3
G,G,Q,B,D,569.3
C,E,B,B,D,525.4
E,E,D,B,A,565.4
D,E,F,B,A,444.2
E,F,H,B,E,784.6
E,E,E,B,A,382
F,G,P,B,D,721.8
E,F,E,B,D,603.3
D,D,I,B,A,468.7
D,E,G,B,E,796.6
D,E,E,B,A,600.7
G,G,P,B,D,589.8
F,E,Q,B,D,533.1
F,F,O,B,D,723.5
C,F,M,B,D,678.1
E,F,H,B,D,656.3
D,C,C,B,A,676.8
E,C,H,B,A,417.9
E,E,H,B,B,656.2
E,E,F,B,A,480.2
G,G,K,B,D,755.1
C,E,E,B,B,443.2
D,D,G,B,D,704.8
F,G,P,B,D,988.9
E,F,G,B,E,585.8
G,G,H,B,E,649.3
E,F,C,B,A,613.2
B,B,C,B,A,436
E,E,G,B,D,431.7
F,F,D,B,A,420.5
E,E,D,B,A,533.1
E,E,Q,B,D,713.2
C,E,C,B,A,662.2
E,E,I,B,D,755.9
E,E,C,B,B,636.6
C,E,D,B,A,494.6
E,F,G,B,D,802.1
E,F,G,B,A,510.7
G,F,G,B,D,612.8
D,F,F,B,D,543.6
D,E,G,B,A,714.8
F,F,L,B,D,673.9
E,E,C,B,E,538.1
B,E,G,B,B,499
G,G,N,B,D,728.8
C,C,D,A,A,498.7
G,G,Q,B,D,762.7
E,D,F,B,A,481.3
E,E,E,B,B,586
E,E,C,B,A,650.5
C,F,G,B,B,715.6
D,F,O,B,D,703.1
F,F,D,B,A,414.9
F,E,K,B,A,497.7
E,E,H,B,A,609.9
E,E,C,B,A,521.6
F,E,K,B,B,515.3
E,E,E,B,D,506.7
D,E,B,B,A,613.9
E,E,E,B,A,414.4
F,F,Q,B,D,696.9
D,F,G,B,B,579.9
E,G,M,B,D,711.7
F,F,I,B,D,752.4
G,F,Q,B,D,759.1
E,F,J,B,D,477.4
D,E,C,B,A,495.1
E,F,C,B,D,519
G,G,Q,B,D,869.7
C,F,D,B,A,441.7
F,F,N,B,D,752.3
D,E,C,B,A,591.3
D,D,G,B,A,521.1
B,D,C,B,A,557.1
G,F,Q,B,D,645.2
G,F,I,B,D,670.2
F,E,G,B,D,771
F,F,G,B,D,650.5
E,E,F,B,A,552.1
G,G,N,B,D,608
D,F,F,B,A,463.6
E,C,C,A,A,504.5
E,E,I,B,A,564.7
F,F,E,B,A,732.4
C,C,C,B,A,404.6
G,F,Q,B,D,723.2
D,F,D,A,A,556.9
E,C,F,B,B,402.8
F,F,N,B,D,725.1
B,B,C,B,A,446
D,D,B,A,E,624.5
D,E,F,B,D,768.3
G,E,I,B,D,501
E,E,K,B,D,400.9
C,C,G,B,A,657.7
C,G,H,B,D,670.6
C,F,G,B,D,651.4
G,F,Q,B,D,851
F,G,M,B,D,654.3
D,E,B,B,A,439
G,F,J,B,D,453.6
E,F,G,B,E,410.3
F,F,Q,B,D,702.2
E,G,G,B,A,467
E,F,H,B,A,600.8
E,F,F,B,A,534.4
F,F,O,B,D,819.2
E,G,I,B,C,394.6
F,F,Q,B,D,762.1
F,F,K,B,D,705.6
G,G,M,B,D,690.3
B,F,H,B,C,534
D,E,D,A,A,545.6
C,C,B,B,A,376.3
F,D,L,B,E,466.5
E,G,C,B,A,439.9
F,D,E,B,B,529.9
E,F,L,B,D,706
F,G,I,B,D,751.2
D,E,G,B,A,714.2
F,F,M,B,A,605.1
E,G,M,B,A,725.6
E,E,L,B,D,750.3
B,G,N,B,D,526.6
E,E,F,B,D,491.9
D,C,D,B,A,538.9
C,E,F,B,E,601.1
E,G,N,B,D,752.5
E,E,P,B,D,689.8
F,E,K,B,A,752
G,G,O,B,D,759.2
F,F,I,B,B,468
F,G,L,B,D,671.3
F,F,N,B,D,802.5
F,F,N,B,D,601.6
E,E,B,B,A,545.8
E,C,C,B,A,560.5
A,B,B,B,A,402.9
C,E,D,B,A,450.4
G,G,P,B,D,866.3
D,F,E,B,A,467.9
F,E,K,B,B,561
E,F,D,B,D,553.4
C,F,G,B,A,638.6
G,G,J,B,D,682.7
D,D,E,B,A,550.9
E,E,D,B,A,628
G,F,Q,B,D,748.6
G,F,P,B,D,838.3
E,F,F,B,A,678.2
C,E,C,B,B,471.1
E,B,Q,B,D,570.8
F,F,J,B,E,640
F,F,O,B,D,677.2
E,E,B,B,A,434.6
F,E,H,B,C,602.9
G,G,Q,B,D,800.2
F,C,C,B,B,743
D,E,I,B,B,674.7
E,C,D,B,A,597.7
F,E,E,B,A,540.1
B,B,E,B,A,493.2
E,F,K,B,A,744.7
D,F,L,B,D,701.9
F,D,L,B,D,712.4
D,D,C,B,A,512.8
D,F,E,A,E,684.8
E,C,E,B,B,620.6
G,G,O,B,D,486.9
G,G,J,B,D,776.9
C,C,C,B,A,462.8
E,E,C,B,B,499.1
D,F,G,B,D,664.9
E,G,N,B,D,584.6
C,C,D,B,A,510.1
G,F,Q,B,D,774.1
G,F,Q,B,D,781.7
F,F,L,B,D,731.1
G,F,O,B,E,375.3
G,G,L,B,D,710.3
C,C,E,B,A,434.5
C,F,K,B,D,637.2
D,F,G,B,B,379.2
F,G,I,B,B,654
G,G,Q,B,D,830.8
E,E,J,A,A,606.8
F,E,L,B,D,541.8
E,E,C,B,A,432.5
B,E,E,B,B,531.7
D,A,E,B,A,526.7
G,G,Q,B,D,482.6
D,C,D,B,A,462.1
E,E,C,B,A,681.3
E,E,I,B,D,493.1
F,F,I,B,D,748.3
C,C,E,B,A,465.6
E,F,H,B,D,684.1
G,G,Q,B,D,783.4
F,F,H,B,D,732.7
E,F,L,B,D,748.8
B,B,F,A,A,532.1
B,E,G,B,A,495.4
F,F,N,B,D,876.8
C,F,C,B,A,564.5
G,E,Q,B,A,630.1
F,G,P,B,D,737.7
C,D,C,B,A,467
G,G,Q,B,D,745.4
F,F,E,B,D,506.6
G,F,K,B,B,663.3
G,F,Q,B,D,639.5
F,F,H,B,A,628.5
B,B,D,B,A,513.9
F,F,N,B,D,502
D,E,E,B,A,561.8
G,F,P,B,D,845.1
F,F,L,B,D,740.6
E,F,N,B,D,740.2
F,F,Q,B,D,698.6
F,G,J,B,D,660.8
E,G,Q,B,D,731.2
D,G,E,B,A,576.7
F,F,G,B,D,573.1
B,C,C,B,A,378.4
F,F,Q,B,D,737.1
F,G,N,B,D,883
E,F,H,B,D,696.7
B,A,C,B,B,394.2
D,G,D,B,C,445.6
E,E,G,B,B,488.9
D,E,C,B,A,494.5
F,E,H,B,D,453.9
E,B,C,A,E,453
D,E,D,B,D,679
E,F,D,B,C,705.3
G,G,M,B,E,789.2
D,E,C,B,A,583
G,F,Q,B,D,718.3
E,F,N,B,D,752.4
B,A,C,B,A,494.5
C,D,B,B,E,565.5
F,F,Q,B,D,793.7
E,C,B,B,A,501.1
B,F,C,B,A,515.1
B,E,E,B,E,833.8
E,F,G,B,A,691.4
B,B,B,B,A,375.6
E,B,D,B,A,509.7
F,E,G,B,B,454.6
G,G,P,B,D,790.9
G,G,Q,B,D,727.5
E,F,K,B,B,648.9
E,E,C,A,A,513
B,B,D,B,A,586.9
A,C,C,A,A,586.6
G,F,K,B,D,811.1
G,G,Q,B,D,767
C,E,H,A,A,496.4
E,E,B,A,D,473.9
E,E,B,B,A,665.2
G,G,K,B,E,589.9
C,E,I,B,A,387.8
C,D,D,B,A,504.7
D,F,C,B,C,572.1
F,F,K,B,D,819.8
G,G,Q,B,D,485.2
E,E,G,B,D,562.8
E,F,G,B,E,642.5
E,E,E,B,A,584.8
E,G,E,B,A,605
E,E,F,B,D,440.4
G,E,C,B,A,389.1
E,D,G,B,A,480.3
E,E,D,B,E,405.6
B,B,E,B,A,511.4
F,F,G,B,D,831.8
C,E,G,B,A,566.4
B,B,G,B,A,629.6
E,E,E,B,D,671.9
C,C,B,B,A,575
F,G,N,B,A,761.9
F,E,I,B,D,575
G,F,H,B,D,751.5
C,E,F,B,B,651.2
C,F,E,B,D,690.6
F,F,I,B,D,689.8
E,F,I,B,D,497
F,G,G,B,D,495.4
F,F,O,B,D,819.4
F,F,N,B,D,758.6
F,F,H,B,D,712.3
G,F,H,B,D,584.7
E,E,F,B,D,756.3
E,E,F,B,B,437
G,G,L,B,D,791.1
E,E,C,B,A,497.9
E,G,I,B,D,797.2
F,F,D,B,E,510.5
F,F,P,B,D,726.3
D,F,G,B,B,509.2
F,F,I,B,B,561
B,D,F,B,A,505.8
E,G,J,B,D,566.7
F,D,J,B,E,849.3
G,G,L,B,D,701
G,G,O,B,A,562.7
C,B,D,A,A,486.4
G,E,L,B,D,522
G,F,O,B,D,799
F,F,G,B,D,655.1
E,G,G,B,D,636.1
E,F,C,B,D,582.3
F,G,Q,B,D,630.7
F,F,F,B,D,733.2
G,F,C,B,D,643.2
G,G,Q,B,D,484.8
G,F,O,B,D,906.8
E,C,C,B,A,442.8
F,F,Q,B,D,716.1
E,F,F,B,D,578.7
E,E,G,B,D,761.1
F,F,Q,B,D,834.2
C,D,C,B,A,461
E,E,G,B,A,609.1
E,E,L,B,D,741.6
E,E,C,B,A,510.6
G,G,Q,B,D,716.6
F,F,F,B,D,725.5
E,F,G,B,A,750.4
F,F,F,B,E,744.5
G,F,L,B,D,687.1
G,E,L,B,D,705.4
G,G,I,B,C,473.2
B,B,C,B,A,390.5
E,E,H,B,D,581.6
D,C,E,B,A,668.6
E,F,C,B,A,517
B,B,B,B,A,646.8
F,G,L,B,D,776.6
D,F,P,B,B,674.1
F,D,G,B,D,669.7
F,F,Q,B,D,706.1
C,E,E,B,A,649.8
B,C,C,B,A,473.6
F,F,N,B,B,473.4
D,E,F,B,A,689.2
D,F,E,B,A,495.7
B,C,F,B,A,552.7
C,E,D,B,A,574.3
D,E,C,A,A,481.8
D,E,C,B,C,719.1
B,D,E,B,A,482.8
F,F,O,B,D,777.5
E,E,D,B,A,575.5
D,D,Q,B,D,773.6
F,F,B,B,A,468.2
C,F,C,A,A,391
G,F,Q,B,D,678.2
B,C,G,B,A,459.5
C,G,G,B,B,665.7
F,E,H,B,D,800.9
G,G,Q,B,D,695.3
D,E,C,B,A,626.5
E,E,B,B,A,446
G,G,Q,B,D,782.3
E,E,E,B,A,433
E,G,H,B,D,571
F,F,N,B,D,568.5
F,G,Q,B,D,827
G,E,G,B,D,629.5
E,E,O,B,D,783.7
F,F,I,B,D,645.9
G,F,N,B,D,810.1
G,E,P,B,D,639.4
F,F,N,B,D,554.7
E,G,Q,B,D,955.4
G,G,P,B,D,523.3
F,F,Q,B,D,750.8
C,G,D,A,C,530
F,E,N,B,E,758.5
F,F,Q,B,D,699.6
E,E,H,B,D,689.2
D,E,G,B,A,465.9
F,G,O,B,D,801.6
E,E,D,A,B,529
E,F,D,B,A,507.4
F,F,L,B,D,867.4
E,E,B,B,A,419.4
F,G,Q,B,D,495.1
F,G,O,B,D,764.3
F,F,N,B,D,655.4
G,G,Q,B,D,775.4
F,E,N,B,A,710.9
F,F,Q,B,D,740.8
E,G,I,B,A,571.2
G,F,P,B,D,727
E,E,D,B,A,480.5
C,D,G,B,A,684.3
C,E,B,A,A,451.8
E,E,D,B,C,486.4
E,F,I,B,D,453
E,E,H,B,A,467.1
D,E,H,B,A,615.9
E,E,G,B,D,641.3
G,F,K,B,E,641.9
D,B,C,B,A,474.8
D,E,I,B,A,725.4
D,E,H,B,B,656.1
E,G,E,A,A,558.4
G,F,N,B,D,766.6
F,F,F,B,B,397.2
E,E,F,A,E,520.4
E,D,I,B,A,557.9
F,F,P,B,D,780.8
G,G,P,B,D,684.7
F,G,P,B,D,594.2
E,G,E,B,C,577.3
E,E,E,B,A,432.6
C,F,G,B,A,596.4
E,E,C,B,E,770.3
G,G,O,B,D,573.9
F,F,K,B,A,612.1
F,G,F,B,D,707
E,E,E,B,A,443.3
E,E,F,B,A,629.1
C,C,C,B,A,438.2
E,F,G,B,A,521.3
E,E,E,B,A,538.3
F,D,G,B,A,523.8
B,F,G,B,A,561.7
D,E,G,B,D,421.2
F,F,K,B,D,674.2
E,G,J,B,D,651
F,F,J,B,D,830.6
E,E,H,B,D,710
D,E,D,B,A,597
G,G,I,B,C,674
G,E,J,B,A,539
B,E,B,B,A,590.7
B,D,B,B,A,557.3
G,G,Q,B,D,837
E,F,H,B,D,726.2
D,D,F,B,E,612
G,E,K,B,B,534.3
E,F,G,B,D,618.8
F,E,G,B,D,410.3
G,G,J,B,A,483.6
F,G,L,B,D,702.5
D,D,I,B,A,473.4
E,E,D,B,D,773.8
B,E,C,B,A,610.1
D,C,C,B,A,516.9
E,E,C,B,A,413.8
C,C,D,A,A,511.8
G,G,P,B,D,713.2
D,E,H,B,A,507
A,B,M,B,D,653.8
F,E,K,B,D,907.9
A,C,C,A,A,542.5
E,F,H,B,D,705.5
F,G,P,B,D,719.8
E,F,E,B,D,709.4
E,E,E,B,B,587.1
E,D,E,B,A,448.7
E,E,H,B,D,593.4
F,F,P,B,D,625.6
G,G,Q,B,D,765.3
E,E,I,B,D,489
B,D,G,B,D,680.5
F,F,D,B,A,633.1
E,F,G,B,B,598.5
F,F,I,B,D,698
B,D,C,B,A,568.2
E,E,C,B,D,686.8
E,F,G,B,E,639.4
F,C,D,B,D,509.9
E,F,I,B,E,778.9
B,E,D,B,A,505.2
C,E,C,B,A,581
E,E,E,B,A,704.8
D,D,D,B,A,473.2
C,E,E,B,A,443.5
C,E,E,B,A,468
F,F,H,B,B,679.6
E,E,C,B,A,527.3
D,D,G,B,B,610.6
F,F,B,B,A,594.6
F,G,I,B,D,744.1
F,G,H,B,B,489.7
E,G,H,B,B,696.3
G,F,P,B,D,505.6
G,G,Q,B,D,750.6
E,F,K,B,B,684.7
F,F,Q,B,D,741.5
B,E,D,B,A,503.2
F,F,Q,B,D,732.9
B,B,B,B,A,486.2
E,E,G,B,A,556.9
G,F,I,B,D,492
C,E,E,B,A,512.5
E,E,F,A,C,673.4
F,G,J,B,D,737
D,D,F,B,A,507.1
E,E,H,B,A,478.6
E,D,D,B,A,451.8
G,G,Q,B,D,760.7
E,E,K,B,B,525.4
E,E,P,B,D,754.8
E,F,C,B,A,550.5
F,B,N,B,D,689.1
D,D,B,B,A,409.8
B,C,F,B,A,432.3
E,E,D,B,B,542.9
E,C,H,B,B,617.9
E,E,D,B,C,632.5
F,F,P,B,D,518.5
E,F,N,B,D,673.2
F,F,I,B,B,537.4
F,G,N,B,D,813.6
F,G,O,B,D,587.9
E,E,G,B,A,684
F,F,Q,B,D,774.2
G,E,H,B,E,607.2
F,G,Q,B,D,760.2
A,D,E,B,A,687.7
D,E,P,B,D,657.5
G,G,J,B,E,631
E,D,B,B,A,596.2
E,F,I,B,D,681
D,D,F,B,D,670.1
B,E,H,B,E,603.6
G,F,L,B,B,700.1
D,C,G,B,C,688.3
E,E,J,B,C,725.7
D,E,F,B,D,652.6
G,E,O,B,D,707.9
E,D,N,B,A,437
F,F,E,B,B,452
E,F,F,B,D,801.6
G,F,K,B,D,780.3
C,F,G,B,E,779.8
G,G,F,B,B,670.8
C,E,C,B,A,563.9
E,E,B,B,A,573.5
D,D,E,A,A,518
B,D,B,B,A,628.4
E,G,E,B,B,533.5
E,C,B,B,A,378.6
G,E,N,B,B,686.2
D,C,E,B,C,750
F,F,F,B,A,732.7
F,E,I,B,E,695.6
D,D,B,B,B,723.5
F,E,G,B,A,583.8
B,E,C,B,A,390.6
E,E,H,B,B,654.5
C,E,B,B,A,614.9
E,E,F,B,A,657.6
E,D,C,B,A,426.8
B,B,F,A,A,570.7
F,F,Q,B,D,609.8
F,E,J,B,A,459.3
F,F,J,B,D,483.2
E,F,G,A,A,638.3
F,F,P,B,E,682.6
E,E,I,B,E,736.7
D,F,O,B,D,791.6
F,G,M,B,D,674
F,G,I,B,B,580.6
E,E,G,B,A,526.7
F,F,H,B,D,697.9
E,F,E,B,D,698.4
F,E,C,B,D,549
E,D,E,B,A,527.9
E,G,P,B,D,445.1
F,F,G,B,D,644.3
C,D,C,B,A,455.5
F,E,L,B,D,565.3
G,G,Q,B,D,771.6
E,G,L,B,B,508.2
E,D,H,B,A,422.8
G,F,Q,B,D,906.6
F,E,F,B,D,652.9
F,E,J,B,B,706.3
F,F,L,B,B,685
E,E,E,B,A,551.6
D,F,B,B,A,598.4
E,E,N,B,E,763.4
F,D,G,B,A,638.4
F,F,G,B,D,738.9
F,G,F,B,D,709.5
E,E,C,B,A,576.6
F,F,E,B,D,664.7
E,E,F,B,B,494.2
E,C,C,B,A,580
C,D,E,B,A,436.1
B,D,D,A,A,441.4
G,F,Q,B,D,712.9
C,E,H,B,D,588.1
E,E,D,B,A,522.9
C,D,B,B,A,431.3
E,F,H,B,A,754.8
C,E,E,B,C,640.5
E,E,F,B,A,499.8
E,F,J,B,A,550.6
B,B,C,A,A,419
E,E,J,B,D,510.7
D,E,D,B,E,512.1
G,F,I,B,A,622.1
E,F,G,B,D,857.5
D,D,H,B,E,443.5
E,E,F,B,B,589.1
E,G,K,B,E,655
F,F,N,B,D,844.2
F,E,M,B,D,830.5
E,F,I,B,D,634.3
D,D,B,A,A,462
A,B,G,B,A,683
F,F,I,B,D,665.5
C,D,F,B,A,705.6
G,F,L,B,B,701.3
E,E,E,B,B,547.8
B,D,G,B,A,435.9
E,E,E,B,A,645
G,G,P,B,D,752.8
F,F,N,B,D,711.9
G,G,M,B,D,708.4
A,B,E,A,A,599.5
F,E,C,B,A,603.9
F,F,M,B,D,727.6
G,F,N,B,D,578.6
G,F,Q,B,D,796.3
E,D,G,B,A,458.6
F,D,K,B,D,544.5
E,B,I,B,D,739
F,F,H,B,B,587.1
G,G,I,B,D,912.4
B,E,G,B,A,450.3
E,F,D,B,E,593.6
G,G,J,B,E,740.1
E,E,D,B,B,587.5
D,F,I,B,E,609.7
E,E,G,B,A,558.8
D,E,C,B,A,511
E,G,J,B,D,452.1
F,G,M,B,D,768.1
B,F,D,B,A,508.2
G,F,H,B,A,516.7
D,F,F,B,D,704
E,F,O,B,D,762.6
E,E,O,B,D,721.8
E,E,G,B,D,804.8
B,B,C,A,A,427
D,A,D,B,A,677.2
F,E,I,B,A,639.5
E,F,E,B,D,782.1
F,F,N,B,E,607.2
F,F,K,B,D,721
D,E,B,B,A,429.9
B,C,C,B,A,522.1
E,E,P,B,D,902.5
E,E,E,B,D,620.9
F,F,C,B,A,587.4
F,G,P,B,D,723.7
D,F,E,B,C,519.8
B,C,C,B,A,549.2
E,E,H,B,D,730
G,F,G,B,E,493.2
E,F,G,B,A,467.5
F,E,I,B,D,669.1
C,F,D,B,A,542.6
D,D,C,A,A,480.3
C,C,C,B,A,597.1
G,G,P,B,D,786.7
E,F,I,B,E,938.8
F,E,O,B,A,698.1
E,E,F,B,E,471.6
C,D,G,B,A,600.1
E,E,G,B,D,507.2
E,G,G,B,D,499.6
E,E,C,B,A,509
G,E,P,B,D,605.2
E,G,E,B,D,787.4
C,F,J,B,C,773.5
E,E,J,B,D,509.7
F,E,D,B,B,384.8
C,C,E,B,A,668.3
D,G,L,B,B,713.8
E,F,C,B,B,725.1
B,E,G,B,A,606.2
G,G,O,B,D,707
F,F,J,B,E,713.2
C,D,E,B,A,490.4
F,F,J,B,A,621.8
E,F,F,B,A,537.9
F,G,P,B,D,434.7
E,F,K,B,D,671.5
E,E,C,B,A,465
D,D,G,B,A,573.8
F,E,L,B,B,650.1
E,F,K,B,D,718.7
C,E,E,B,A,593.5
E,G,K,B,A,656.5
D,D,H,B,A,442.1
E,E,I,B,B,575
F,F,F,A,D,710.1
D,D,E,B,A,399.3
E,F,J,B,B,678.1
E,D,J,B,D,684.9
G,F,Q,B,D,812.6
F,F,M,B,D,763.5
E,E,D,B,A,495
B,C,E,B,A,587.1
D,E,C,B,A,599.1
E,F,N,B,A,720.4
G,G,G,B,E,719.7
E,D,D,B,A,567
F,F,M,B,D,746.2
D,D,D,B,B,611.9
G,G,P,B,D,714.8
E,E,G,B,D,576.8
E,F,I,B,D,702.4
D,E,C,B,A,610
E,E,I,B,E,516.5
E,E,G,B,A,734.3
B,B,H,B,A,584.3
G,G,Q,B,D,857.8
E,F,E,B,B,389.3
C,F,I,B,D,659.6
D,D,K,B,B,424.6
D,D,E,B,A,407
E,F,G,B,A,619.7
D,C,C,B,A,483.2
E,F,E,B,E,615.9
F,D,J,B,B,556.7
E,F,N,B,D,736.1
D,E,E,B,A,444.3
F,F,O,B,E,708.6
G,G,N,B,E,763.4
E,E,F,B,A,457
E,E,I,B,A,623.4
G,G,Q,B,D,671.3
B,F,D,B,D,425.3
E,E,H,B,D,651.2
A,C,B,B,A,566
E,E,E,B,A,524.2
B,C,G,B,A,469.2
F,E,F,B,C,627.1
D,D,G,B,D,696.8
F,E,G,B,A,467
F,G,H,B,D,571.8
E,E,F,B,A,522.5
E,E,E,B,A,561.1
D,B,B,A,A,429.5
F,F,E,B,B,712
E,B,C,B,A,473.4
C,F,H,B,D,665.3
E,E,G,B,A,390.6
F,F,I,B,D,742.3
F,F,G,B,A,567.2
G,G,I,B,E,613.3
D,E,C,B,A,401.2
G,F,Q,B,D,772.8
D,B,D,B,A,508.1
F,E,G,B,E,523
F,F,G,B,D,642.2
E,F,J,B,D,710.4
C,B,E,B,A,624
G,F,J,B,D,702.6
G,F,E,B,B,502
B,E,E,B,A,408.8
F,E,I,B,E,668
E,F,N,B,D,904.8
D,E,C,B,A,549.7
F,F,Q,B,D,674.6
E,E,G,B,D,500.9
E,G,I,B,A,563.2
F,G,P,B,D,704.9
E,E,C,B,B,581.9
F,F,M,B,D,897.7
F,E,J,B,E,673.9
F,F,K,B,D,733.4
F,G,Q,B,D,691.1
D,E,F,B,A,695.6
F,E,E,B,B,687.3
E,G,N,B,D,720.9
B,C,C,B,A,567.1
E,E,G,B,B,690.8
F,G,M,B,D,676.8
D,F,F,B,D,660.5
C,E,C,B,A,471.1
E,E,C,B,D,731.2
G,F,M,B,D,727.5
E,G,Q,B,D,748.2
F,G,M,B,D,711.6
E,G,B,B,A,579.4
E,E,E,B,A,561.3
G,G,I,B,B,642.2
G,G,Q,B,D,786.9
G,G,N,B,D,780.6
D,E,D,B,A,457.3
F,E,F,B,A,728.7
F,D,C,B,B,464.4
G,G,Q,B,D,886.9
E,E,F,B,B,631.4
F,E,I,B,B,659.5
E,G,G,B,D,754.6
C,E,E,B,A,569.5
E,E,H,B,B,481.9
G,F,I,B,D,653.9
G,F,Q,B,D,793.3
F,E,E,B,E,722.4
F,F,I,B,D,682.7
D,E,D,B,A,400
G,F,Q,B,D,758
E,E,C,A,A,426.7
E,E,C,B,A,472.2
D,E,E,B,C,734.7
E,C,F,B,A,657.4
E,F,Q,B,D,560.3
F,F,P,B,D,528.1
E,G,G,B,B,541.8
B,E,D,B,A,659.4
G,F,Q,B,D,793.8
D,D,E,B,B,431.6
E,F,H,B,A,618.1
G,G,Q,B,D,733.8
C,F,I,B,A,515.4
F,G,I,B,D,696.4
C,E,B,A,A,544.4
F,F,H,B,D,723
E,E,C,B,C,744.5
B,E,G,B,B,577.5
E,B,B,B,A,446.8
D,D,L,B,D,587.4
B,E,C,B,A,438.8
B,F,E,B,A,501.1
G,G,Q,B,D,831.7
D,D,E,B,B,416
D,G,L,B,A,429.8
E,F,N,B,D,701.8
B,C,C,B,A,480
E,E,C,B,A,469.6
F,E,J,B,D,575.6
G,E,H,B,D,530.2
F,G,M,B,D,580.4
B,D,F,B,E,745.8
F,F,P,B,D,774.9
B,E,H,B,A,567.2
E,E,C,B,A,654.1
C,B,C,B,A,420.9
F,E,H,B,B,461.2
E,E,G,B,A,469.6
G,F,M,B,D,928.4
D,E,D,B,A,515
C,E,G,B,A,687.4
E,C,C,B,A,455.5
G,F,Q,B,D,664.4
B,C,B,B,A,585.1
F,G,J,B,B,811.3
G,G,P,B,D,713.2
E,E,J,B,A,479.8
D,D,I,B,B,550.4
F,E,H,B,D,623.3
G,E,H,B,B,867.1
E,E,I,B,D,449.9
D,D,F,B,D,647.4
F,G,N,B,B,633.7
E,C,E,A,A,604.2
F,F,G,A,A,665.5
B,D,F,B,A,749.7
F,F,P,B,D,683.4
C,E,C,B,A,724
F,F,I,B,D,706.4
D,D,G,B,A,457.1
D,F,I,B,D,718.9
F,F,B,B,B,597.8
G,G,Q,B,D,738.6
G,G,P,B,D,774.8
E,E,M,B,D,645.4
B,E,C,B,A,555.4
E,E,I,B,A,573.4
G,G,Q,B,D,862
G,G,Q,B,D,700.1
F,F,Q,B,D,820
B,B,C,B,A,566.9
C,C,G,B,D,661
E,D,F,B,E,575.5
G,G,O,B,D,785.4
D,E,K,B,D,514.9
B,E,C,B,A,524.1
F,E,C,B,B,583.1
F,F,I,B,D,910.6
E,G,K,B,D,717.3
G,G,M,B,D,808.2
E,E,F,B,B,580
C,D,B,B,A,637.3
E,F,F,B,A,636.3
G,F,P,B,D,536.6
F,G,K,B,E,712.1
F,F,J,B,E,816.3
F,F,M,B,D,729.8
E,D,H,B,D,420
F,G,P,B,D,568.4
E,D,C,B,B,683.6
D,E,D,B,A,551.4
D,E,J,B,E,732.5
D,E,C,B,A,462.5
E,F,H,B,E,581.3
G,F,I,B,E,762.3
B,F,I,B,A,423
E,E,I,B,D,533.9
E,F,F,B,A,460.7
B,C,D,B,A,492.8
G,E,G,B,D,811.8
D,C,D,B,A,600.7
C,E,B,B,D,591
E,E,C,B,B,392.4
D,E,E,B,A,400.3
C,D,E,B,A,469.7
E,E,I,B,D,495.8
F,E,I,B,A,480.7
E,F,D,B,B,474
E,E,G,B,B,723.6
F,E,D,B,A,479
E,E,O,B,D,876.9
B,E,C,B,C,661.3
G,G,N,B,D,770.4
E,G,E,B,A,603.2
C,D,E,B,B,490.8
E,E,B,B,C,698.6
E,G,L,B,D,517.4
G,F,N,B,B,753.5
G,G,N,B,D,753.8
G,G,N,B,A,788.4
F,F,L,B,D,759.4
E,F,K,B,A,624.7
E,D,C,B,A,534.2
E,G,F,B,D,513.1
E,G,K,B,A,721.2
E,C,D,B,A,571.8
E,E,C,B,C,548.2
G,E,H,B,D,508.2
E,E,F,B,A,461.3
G,G,P,B,D,718.2
E,E,C,A,A,497.3
E,F,O,B,D,877.4
E,E,G,B,D,623.2
E,G,H,B,E,805.8
G,G,P,B,D,908.7
E,D,F,B,A,534.4
E,G,P,B,D,768.4
E,E,J,B,D,647.9
E,E,N,B,D,621.7
D,D,G,B,C,652.2
E,D,D,B,A,673.6
F,E,B,B,A,446.3
F,F,M,B,D,724.3
F,B,E,B,A,576.8
E,D,D,B,A,621
G,G,O,B,D,693.4
G,G,N,B,D,423.4
E,G,N,B,D,764.3
E,E,B,B,B,546.2
D,E,C,B,A,554.4
F,E,C,B,A,567.1
D,D,G,B,B,537.5
E,B,C,A,A,494.7
F,E,N,B,D,709.4
F,G,H,B,A,711.3
